"ANSWER","ID","SIZE"
"The Apology of Socrates","998","4"
"Battle of Little Bighorn","999","3"
"Earl Warren","1000","6"
"Jehovahs Witnesses","1001","7"
"Horace Greeley","1002","8"
"The Washington Post","1003","3"
"Indira Priyadarshini Gandhi","1004","5"
"William Herschel","1005","2"
"Midnights Children","1006","23"
"Rockefeller","1007","6"
"Soviet Union","1008","14"
"Whiskey Rebellion","1009","15"
"William James","1010","25"
"Parkinsons Disease","1011","2"
"William","1012","9"
"William Marbury v James Madison","1013","2"
"Cornelius Vanderbilt","1014","3"
"Beijing","1015","11"
"Eugene Delacroix","1016","16"
"Typhoid Mary","1017","3"
"Mark Twain","1018","18"
"Thirty Years War","1019","39"
"Black Panther Party","1020","4"
"Wyeth","1021","3"
"Luddites","1022","5"
"Augsburg","1023","6"
"Richard Dick Cheney","1024","3"
"Pinkerton National Detective Agency","1025","6"
"Deng Xiaoping","1026","10"
"Dominican Republic","1027","12"
"Triangle Shirtwaist Factory fire","1028","6"
"George Santayana","1029","21"
"Lady Chatterleys Lover","1030","11"
"Winfield Scott","1031","9"
"Ramses II","1032","13"
"Henry II","1033","7"
"Battle of Iwo Jima","1034","6"
"Republic of Nicaragua","1035","11"
"John Charles Fremont","1036","2"
"Frederick William","1037","4"
"John Wycliffe","1038","3"
"Martin Luther","1039","32"
"Zulu Empire","1040","3"
"Portland Oregon","1041","4"
"Japanese-American internment","1042","2"
"Cyrus the Great","1043","16"
"Hanseatic League","1044","14"
"Mecca","1045","10"
"Kingdom of Bohemia","1046","3"
"Vichy France","1047","11"
"William Howard Taft","1048","9"
"Gallic Wars","1049","5"
"Secretary of the Navy","1050","3"
"Wagner Act","1051","2"
"Eighty Years War","1052","3"
"Environmental Protection Agency","1053","3"
"Louis IX","1054","13"
"Alfred the Great","1055","22"
"Charles Sumner","1056","7"
"American football","1057","3"
"Wilfrid Laurier","1058","3"
"John Singleton Copley","1059","19"
"Olmecs","1060","6"
"William Pitt the Younger","1061","6"
"West Germany","1062","12"
"John Steinbeck","1063","19"
"Samuel Houston","1064","6"
"Teutonic Knights","1065","9"
"Puritans","1066","3"
"Alger Hiss","1067","4"
"Constantinople","1068","12"
"Manhattan Project","1069","8"
"Great Society","1070","6"
"Comstock Lode","1071","2"
"Dorrs Rebellion","1072","5"
"Nation of Islam","1073","9"
"Archimedes","1074","5"
"Titian","1075","33"
"Idaho","1076","15"
"Battle of Verdun","1077","11"
"William III","1078","3"
"Maori","1079","18"
"Charlie Chaplin","1080","6"
"Sir Walter Scott","1081","19"
"Strom Thurmond","1082","2"
"Antoine-Laurent de Lavoisier","1083","4"
"1968 Democratic National Convention","1084","5"
"Quebec","1085","19"
"John Tyler","1086","6"
"Julius Robert Oppenheimer","1087","3"
"Stono Rebellion","1088","2"
"Jack London","1089","22"
"New York City","1090","52"
"The Art of War","1091","8"
"Franz Liszt","1092","36"
"Falkland Islands War","1093","4"
"Johnny Appleseed","1094","3"
"Carolingian dynasty","1095","4"
"LAPD","1096","2"
"Republic of Albania","1097","9"
"Rutherford Birchard Hayes","1098","7"
"Etruscans","1099","18"
"Ralph Waldo Emerson","1100","24"
"Leningrad Symphony","1101","3"
"Standard Oil","1102","4"
"Beer Hall Putsch","1103","4"
"House of Vasa","1104","6"
"Hezbollah","1105","2"
"British Broadcasting Corporation","1106","2"
"Battle of Adowa","1107","2"
"Pequot War","1108","3"
"Roanoke Island","1109","3"
"Pompey the Great","1110","18"
"Alfred Emanuel Smith Jr","1111","2"
"Abbasid Caliphate","1112","11"
"fireside chats","1113","3"
"Hungary","1114","46"
"Walter Frederick Mondale","1115","2"
"Greenwich Observatory","1116","2"
"Pericles","1117","14"
"Tulsa","1118","2"
"Claudius Ptolemy","1119","3"
"Battle of the Bulge","1120","13"
"Thomas Nast","1121","3"
"troubadours","1122","2"
"Christopher Columbus","1123","7"
"Long Island","1124","7"
"Louisiana","1125","17"
"James Gillespie Blaine","1126","7"
"Dao De Jing","1127","3"
"Texas","1128","33"
"Maria Theresa","1129","12"
"Stonewall Riots","1130","4"
"David Wilmot","1131","2"
"Battle of Agincourt","1132","16"
"Hurricane Katrina","1133","2"
"South Sea Bubble","1134","3"
"World War II","1135","19"
"lynching","1136","5"
"Vicksburg","1137","2"
"Egypt","1138","50"
"Gottfried Wilhelm Leibniz","1139","13"
"Iran-Iraq War","1140","7"
"Pius IX","1141","5"
"Thutmose III","1142","4"
"Macedonia","1143","14"
"Democracy in America","1144","3"
"John Brown","1145","22"
"M","1146","4"
"John Jay","1147","9"
"cocaine","1148","2"
"Zhou Enlai","1149","4"
"Khmer Empire","1150","9"
"mayor of Chicago","1151","4"
"Washington Irving","1152","26"
"Barry Goldwater","1153","6"
"Nicolaus Copernicus","1154","10"
"Second Great Awakening","1155","7"
"Human Genome Project","1156","3"
"William McKinley","1157","13"
"Commonwealth of Puerto Rico","1158","6"
"Vikings","1159","13"
"King Philips War","1160","7"
"The Song of Roland","1161","15"
"Tennessee","1162","11"
"Kublai Khan","1163","17"
"purchase of Alaska","1164","2"
"Tutankhamun","1165","6"
"John Wilkes Booth","1166","6"
"Robert Peel","1167","2"
"Crimean War","1168","25"
"Edouard Manet","1169","14"
"Indiana","1170","6"
"Georgia OKeeffe","1171","13"
"Iowa","1172","6"
"Prague","1173","26"
"Robert Bob Dole","1174","2"
"South Carolina","1175","12"
"Great Zimbabwe","1176","6"
"Robert Hooke","1177","5"
"refraction","1178","13"
"index of refraction","1179","30"
"Patrick Henry","1180","8"
"Thomas Jefferson","1181","15"
"encomienda system","1182","2"
"Toyotomi Hideyoshi","1183","6"
"Bahai Faith","1184","9"
"Iran hostage crisis","1185","3"
"John Dickinson","1186","4"
"Pentecostalism","1187","5"
"Plessy v Ferguson","1188","9"
"Medici family","1189","7"
"Edward the Confessor","1190","6"
"jousting","1191","2"
"Alabama","1192","9"
"the Sudan","1193","2"
"Indian Removal Act","1194","2"
"photography","1195","14"
"Nat Turners Rebellion","1196","3"
"Detroit","1197","14"
"Richard III","1198","11"
"Savannah","1199","3"
"Massachusetts","1200","13"
"Pius","1201","10"
"Nigerian Civil War","1202","3"
"Lochner v New York","1203","8"
"Equal Rights Amendment","1204","5"
"Richard Dawkins","1205","5"
"Battle of Austerlitz","1206","9"
"James Fenimore Cooper","1207","16"
"Great Turkish War","1208","2"
"Huey Long","1209","3"
"Globe Theatre","1210","2"
"Kingdom of Hawaii","1211","8"
"teachers","1212","6"
"Seven Samurai","1213","2"
"burning of Washington DC","1214","2"
"Dunkirk Evacuation","1215","4"
"Unification Church","1216","4"
"Columbia River","1217","11"
"The Pilgrims Progress from This World to That Which Is to Come","1218","3"
"Republic of Cote dIvoire","1219","3"
"Epicurus","1220","7"
"Nicolae Ceausescu","1221","12"
"Richard Bruce Dick Cheney","1222","2"
"Michael I Romanov","1223","2"
"New Mexico","1224","10"
"Abraham Lincoln","1225","34"
"Louis XIV","1226","28"
"Gran Chaco War","1227","5"
"Philadelphia","1228","19"
"Charles-Louis de Secondat Baron de Montesquieu","1229","3"
"Copperheads","1230","3"
"Sun Yat-sen","1231","8"
"Cry the Beloved Country","1232","37"
"Euclid of Alexandria","1233","7"
"Shinto","1234","9"
"Soren Kierkegaard","1235","14"
"Beowulf","1236","31"
"Qing Dynasty","1237","13"
"Vladimir Ilyich Lenin","1238","4"
"Ansel Adams","1239","14"
"The Count of Monte Cristo","1240","15"
"Daniel Webster","1241","24"
"John Maynard Keynes","1242","41"
"Chicago","1243","51"
"surface tension","1244","27"
"War of the Austrian Succession","1245","20"
"function","1246","7"
"Samson","1247","9"
"Dylan Thomas","1248","15"
"Coriolis force","1249","4"
"Ivan Sergeyevich Turgenev","1250","8"
"clinical depression","1251","3"
"cholera","1252","6"
"Madame Butterfly","1253","12"
"nickel","1254","14"
"Allen Ginsberg","1255","21"
"Brett Favre","1256","3"
"Washington Crossing the Delaware","1257","8"
"Republic of Ecuador","1258","9"
"Republic of Finland","1259","12"
"Franz Joseph Haydn","1260","23"
"chariots","1261","8"
"Herbert Clark Hoover","1262","13"
"Toni Morrison","1263","31"
"antibodies","1264","23"
"Fenrir","1265","5"
"Republic of Poland","1266","38"
"Mississippi River","1267","14"
"Sandro Botticelli","1268","29"
"Alzheimers disease","1269","15"
"yoga","1270","6"
"Count Basie","1271","2"
"Jean-Jacques Rousseau","1272","36"
"Wole Soyinka","1273","36"
"Battle of Antietam","1274","11"
"Owl City","1275","3"
"Oliver Twist","1276","13"
"autism spectrum disorder","1277","5"
"nuclear fusion","1278","22"
"Alexander","1279","8"
"Thomas Mann","1280","32"
"Gravitys Rainbow","1281","8"
"English","1282","10"
"House of Habsburg","1283","3"
"greatest common divisor","1284","3"
"boats","1285","13"
"strings","1286","14"
"waltz","1287","10"
"Oscar Fingal OFlahertie Wills Wilde","1288","8"
"Colorado","1289","13"
"Czechoslovakia","1290","15"
"Pablo Neruda","1291","67"
"Odysseus","1292","23"
"The Cask of Amontillado","1293","5"
"velocity","1294","27"
"Michelangelo Buonarroti","1295","10"
"Eugene ONeill","1296","21"
"Saddam Hussein al-Tikriti","1297","3"
"William Shakespeare","1298","23"
"viruses","1299","7"
"oxygen","1300","20"
"Louis XIV of France","1301","5"
"Rene Francois Ghislain Magritte","1302","8"
"Harry S Truman","1303","15"
"The Stranger","1304","20"
"Ra","1305","24"
"Republic of Kenya","1306","24"
"Keplers Laws of Planetary Motion","1307","2"
"Republic of Colombia","1308","17"
"Vladimir Nabokov","1309","15"
"Hudson River School","1310","11"
"lysosome","1311","9"
"Thomas Aquinas","1312","15"
"Leo Nikolayevich Tolstoy","1313","8"
"the United States of America","1314","6"
"Ode to the West Wind","1315","10"
"Mexico","1316","96"
"Excalibur","1317","5"
"Silent Spring","1318","3"
"sorting algorithms","1319","8"
"sonatas","1320","3"
"Henrik Johan Ibsen","1321","7"
"Book of Deuteronomy","1322","2"
"Boris Godunov","1323","7"
"Shaka Zulu","1324","8"
"Hokkaido","1325","10"
"sodium","1326","22"
"Don Quixote","1327","27"
"Thomas Gray","1328","11"
"Raphael","1329","24"
"Jonathan Swift","1330","21"
"subduction","1331","4"
"Quran","1332","7"
"diffraction","1333","31"
"Coming of Age in Samoa","1334","9"
"Tony Blair","1335","4"
"Frank Lloyd Wright","1336","39"
"Hanukkah","1337","8"
"Thomas Young","1338","4"
"Philip","1339","13"
"Book of Esther","1340","14"
"meiosis","1341","15"
"William McKinley Jr","1342","3"
"pipe","1343","14"
"The Overcoat","1344","13"
"weak nuclear force","1345","8"
"Simon Bolivar","1346","19"
"requiems","1347","3"
"Cairo","1348","9"
"transcendental","1349","2"
"Virginia Woolf","1350","38"
"Charles Andre Joseph Marie de Gaulle","1351","7"
"programming languages","1352","4"
"weddings","1353","7"
"Stonehenge","1354","3"
"John Cage","1355","10"
"Karl Marx","1356","32"
"Milwaukee Wisconsin","1357","3"
"Tartuffe","1358","16"
"microtubules","1359","13"
"ferromagnetism","1360","28"
"Gauls","1361","8"
"Missouri Compromise","1362","5"
"World War I","1363","40"
"Rabindranath Tagore","1364","29"
"Led Zeppelin","1365","3"
"Attila the Hun","1366","21"
"Mary Queen of Scots","1367","10"
"bulls","1368","15"
"London","1369","48"
"Maya Angelou","1370","10"
"Artemis","1371","34"
"The Lottery","1372","15"
"angular momentum","1373","38"
"First Crusade","1374","24"
"vapor pressure","1375","14"
"Tess of the dUrbervilles","1376","2"
"Mikhail Sergeyevich Gorbachev","1377","4"
"Lake Huron","1378","2"
"The Kiss","1379","8"
"Beethovens Symphony No 9 in D Minor","1380","2"
"Raven","1381","6"
"derivative","1382","15"
"Aristophanes","1383","30"
"Republic of Haiti","1384","11"
"Demeter","1385","21"
"Incan Empire","1386","11"
"basketball","1387","3"
"Henri Matisse","1388","17"
"Medici","1389","3"
"comets","1390","13"
"inflation","1391","20"
"Islamic Republic of Pakistan","1392","20"
"The Four Seasons","1393","23"
"Luncheon of the Boating Party","1394","2"
"pancreas","1395","14"
"Ivan the Terrible","1396","18"
"Florida","1397","24"
"Las Meninas","1398","19"
"ideal gas law","1399","11"
"Kansas","1400","17"
"small intestine","1401","13"
"Alfred Lord Tennyson","1402","37"
"Vermont","1403","7"
"ethics","1404","11"
"Of Mice and Men","1405","7"
"capacitance","1406","14"
"To Kill A Mockingbird","1407","7"
"Abraham Harold Maslow","1408","11"
"Quetzalcoatl","1409","35"
"Nazi Party","1410","7"
"triangles","1411","13"
"Republic of Chile","1412","21"
"Aristotle","1413","21"
"Sikhism","1414","54"
"Nicolo Paganini","1415","2"
"Stephen Colbert","1416","5"
"Robinson Crusoe","1417","21"
"pointillism","1418","6"
"apartheid","1419","8"
"George Bernard Shaw","1420","37"
"entropy","1421","45"
"Constantine I","1422","15"
"Notre-Dame de Paris","1423","2"
"Empire State Building","1424","5"
"StarCraft II Wings of Liberty","1425","2"
"Belize","1426","6"
"inverse","1427","6"
"Buddha","1428","11"
"permafrost","1429","4"
"Michael Faraday","1430","19"
"Brave New World","1431","28"
"Christinas World","1432","5"
"crime","1433","11"
"Miranda v Arizona","1434","8"
"Blaise Pascal","1435","15"
"Francisco Franco Bahamonde","1436","7"
"Fyodor Mikhaylovich Dostoyevsky","1437","7"
"Johannes Brahms","1438","59"
"Cain","1439","8"
"Jorge Luis Borges","1440","58"
"Book of Psalms","1441","6"
"hair","1442","4"
"Henry VIII of England","1443","7"
"Claude Monet","1444","16"
"Frank Gehry","1445","17"
"California Gurls","1446","3"
"Dante Alighieri","1447","15"
"supernova","1448","6"
"priests","1449","2"
"Tom Jones","1450","7"
"viscosity","1451","36"
"Hermes","1452","35"
"Nicolas Sarkozy","1453","4"
"Emperor of Japan","1454","4"
"Liechtenstein","1455","3"
"Kingdom of Spain","1456","48"
"Saul","1457","4"
"Norman Mailer","1458","4"
"benzene","1459","28"
"The Virgin Mary","1460","4"
"Watchmen","1461","4"
"Immanuel Kant","1462","64"
"Jane Eyre","1463","28"
"Battle of Tours","1464","10"
"Langston Hughes","1465","28"
"Joseph Conrad","1466","30"
"Crete","1467","16"
"Rutherford gold foil experiment","1468","2"
"Frederic Francois Chopin","1469","7"
"water","1470","54"
"Ferdinand Magellan","1471","8"
"spying for the Soviet Union","1472","3"
"Ieoh Ming Pei","1473","13"
"pirates","1474","10"
"Battle of Stalingrad","1475","13"
"The Magic Flute","1476","28"
"resistors","1477","7"
"Diego Rivera","1478","13"
"Gabriel Garcia Marquez","1479","27"
"Great Britain","1480","13"
"Leonhard Euler","1481","28"
"Bill Clinton","1482","6"
"Faust","1483","24"
"Shiva","1484","45"
"Oliver Cromwell","1485","30"
"colloids","1486","21"
"Mount Rushmore National Memorial","1487","2"
"Ming Dynasty","1488","19"
"Los Angeles","1489","19"
"The Sun Also Rises","1490","8"
"Myanmar","1491","9"
"The Crucible","1492","17"
"absolute zero","1493","4"
"Federal Democratic Republic of Ethiopia","1494","19"
"Henry Wadsworth Longfellow","1495","31"
"Black Sea","1496","17"
"The Color Purple","1497","9"
"Shia Islam","1498","6"
"Korean peninsula","1499","3"
"X-rays","1500","4"
"Six Characters in Search of an Author","1501","15"
"proton","1502","10"
"cellos","1503","2"
"John Boehner","1504","5"
"Antonio Gaudi","1505","2"
"Romeo Montague","1506","4"
"wild boar","1507","2"
"The Garden of Earthly Delights","1508","18"
"Joseph Raymond McCarthy","1509","10"
"Gullivers Travels","1510","7"
"Chinese mythology","1511","2"
"CMBR","1512","4"
"Edward Estlin Cummings","1513","16"
"Wallace Stevens","1514","28"
"The Luncheon on the Grass","1515","7"
"Iranian Revolution","1516","4"
"David Bowie","1517","4"
"Fear and Trembling","1518","11"
"Edgar Degas","1519","18"
"Anglican Church","1520","2"
"Fourteenth Amendment","1521","2"
"dyes","1522","4"
"Chile","1523","32"
"Robert Browning","1524","40"
"bacteriophage","1525","7"
"John Calvin","1526","16"
"photon","1527","6"
"Gregor Samsa","1528","3"
"Frederic Sackrider Remington","1529","3"
"The Tale of Genji","1530","24"
"exponential function","1531","7"
"The House of the Seven Gables","1532","11"
"Benjamin Britten","1533","20"
"As You Like It","1534","8"
"birds","1535","24"
"Glorious Revolution","1536","17"
"Plancks constant","1537","8"
"Yom Kippur War","1538","11"
"Ares","1539","25"
"Cepheid Variables","1540","2"
"Mannerism","1541","8"
"John Tyler Jr","1542","2"
"Arthur Asher Miller","1543","8"
"Colorado River","1544","8"
"glass","1545","16"
"Achille-Claude Debussy","1546","17"
"The Social Network","1547","4"
"United Kingdom","1548","20"
"quadratic","1549","4"
"Guy Fawkes","1550","2"
"Echinodermata","1551","14"
"Niccolo Machiavelli","1552","14"
"Lake Baikal","1553","11"
"Erwin Johannes Eugen Rommel","1554","4"
"One Hundred Years of Solitude","1555","33"
"Antonio Lopez de Santa Anna","1556","6"
"Gross Domestic Product","1557","7"
"La Traviata","1558","17"
"Puck","1559","3"
"The Tin Drum","1560","20"
"Crater Lake","1561","2"
"Leif Ericson","1562","2"
"Penelope","1563","10"
"Spanish Inquisition","1564","4"
"Yom Kippur","1565","18"
"diabetes mellitus","1566","7"
"Isis","1567","26"
"David Copperfield","1568","11"
"Teapot Dome scandal","1569","10"
"Tom Wolfe","1570","9"
"electrical resistance","1571","15"
"potato","1572","3"
"RNAs","1573","4"
"Mughal Empire","1574","22"
"David Hume","1575","61"
"Edith Wharton","1576","20"
"Harry Sinclair Lewis","1577","3"
"Victor Emmanuel II","1578","7"
"Rembrandt Harmenszoon van Rijn","1579","19"
"power","1580","27"
"Dallas Mavericks","1581","2"
"B cells","1582","12"
"Morocco","1583","8"
"John Quincy Adams","1584","19"
"Rhinoceros","1585","10"
"tango","1586","5"
"groundwater","1587","2"
"pragmatism","1588","18"
"John Singer Sargent","1589","15"
"Ramayana","1590","9"
"orbits","1591","6"
"Euphrates River","1592","2"
"odd","1593","4"
"Solomon","1594","9"
"Gian Carlo Menotti","1595","3"
"William Blake","1596","42"
"chloroplast","1597","3"
"Vandals","1598","12"
"Zoroaster","1599","6"
"A Clockwork Orange","1600","18"
"Catch-22","1601","32"
"John Philip Sousa","1602","6"
"molecular","1603","15"
"Moses","1604","28"
"Erie Canal","1605","9"
"integration","1606","17"
"O Henry","1607","20"
"dark matter","1608","16"
"Ottoman Empire","1609","31"
"Punic Wars","1610","12"
"Omaha","1611","2"
"axon","1612","4"
"Guy de Maupassant","1613","33"
"Piet Mondrian","1614","9"
